year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,synopsis
2013,tt2425486,Gloria,ok,ok,PASS,30000000,4167493.0,4967493.0,2013PASS,30000000,4167493.0,4967493.0,1.0,1.0,"Divorced for more than ten years, Gloria, a vibrant 58-year-old office clerk in Santiago and mother of two grown-up kids, craves for adventure, refusing to spend the rest of her life in solitude and self-pity. Instead, the vivacious Gloria embraces her freedom, and because of her love for dance and an aching longing for companionship, she will meet Rodolfo, a recently divorced former naval officer, and will daringly decide to give love a second chance. Regretfully; however, Rodolfo comes with baggage, and even though Gloria is sincerely attracted to him, reality's harsh truth will inevitably bring her face-to-face with towering obstacles, rather than undiluted excitement and ardent passion. In the end, Gloria alone, yet surrounded by people, sad but at the same time happy, will she ultimately find the strength to overcome them?"
2013,tt1454468,Gravity,nowomen-disagree,nowomen,FAIL,110000000,271814796.0,708714796.0,2013FAIL,110000000,271814796.0,708714796.0,1.0,1.0,"Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalski (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness."
2013,tt2191701,Grown Ups 2,men-disagree,men,FAIL,80000000,133668525.0,247023808.0,2013FAIL,80000000,133668525.0,247023808.0,1.0,1.0,"After having the greatest time of his life three summers ago, Lenny (Adam Sandler), decides he wants to move his family back to his hometown and have them grow up with his gang of childhood friends and their kids. But between old bullies, new bullies, schizophrenic bus drivers, drunk cops on skis, psycho grade school girlfriends and 400 costumed party crashes he finds out that sometimes crazy follows you."
2013,tt1428538,Hansel &amp; Gretel: Witch Hunters,ok,ok,PASS,50000000,55703475.0,225703475.0,2013PASS,50000000,55703475.0,225703475.0,1.0,1.0,"Fifteen years after a horrific experience in a deceptively inviting ginger bread house, an orphan Hansel (Jeremy Renner) and Gretel (Gemma Arterton) have become famous for ridding the countryside of witches. Despite their stellar success record, the brother and sister face a unique challenge when an extremely powerful witch is identified as the culprit stealing children from a local village with the intent to sacrifice them in an ancient magical ceremony to be held on the night of the Blood Moon. As Hansel and Gretel race against the clock, making several unlikely allies on the way (among them a troll and a witch hunter fanboy), they unexpectedly come across a link to their own pasts and the secret their parents took with them when they disappeared.k."
2013,tt1798709,Her,men-disagree,men,FAIL,23000000,25000178.0,33029713.0,2013FAIL,23000000,25000178.0,33029713.0,1.0,1.0,"Theodore is a lonely man in the final stages of his divorce. When he's not working as a letter writer, his down time is spent playing video games and occasionally hanging out with friends. He decides to purchase the new OS1, which is advertised as the world's first artificially intelligent operating system, ""It's not just an operating system, it's a consciousness,"" the ad states. Theodore quickly finds himself drawn in with Samantha, the voice behind his OS1. As they start spending time together they grow closer and closer and eventually find themselves in love. Having fallen in love with his OS, Theodore finds himself dealing with feelings of both great joy and doubt. As an OS, Samantha has powerful intelligence that she uses to help Theodore in ways others hadn't, but how does she help him deal with his inner conflict of being in love with an OS?"
2013,tt2024432,Identity Thief,men-disagree,men,FAIL,35000000,134506920.0,176269721.0,2013FAIL,35000000,134506920.0,176269721.0,1.0,1.0,"Sandy Patterson (Jason Bateman) gets a nice call confirming his name and other identifying information. The next thing he knows, a spa in Florida is reminding him of his appointment and his credit cards are maxed out. With his identity stolen, Sandy leaves his wife, kids and job to literally bring the thief to justice in Colorado. Keeping tabs on the other Sandy (Melissa McCarthy) and run-ins with bounty hunters is harder than he was expecting, and ultimately the cross-country trip is going to find both Sandys learning life tips from one another."
2013,tt2226417,Insidious: Chapter 2,men,men,FAIL,5000000,83586447.0,161911222.0,2013FAIL,5000000,83586447.0,161911222.0,1.0,1.0,"Renai is interrogated by a police detective about the supernatural events in the house. While the police investigate the house, the Lambert family temporarily moves to the old house of Lorraine Lambert. Renai is haunted by a woman in white and Josh has a strange behavior at home. Meanwhile Lorraine seeks out Elise's partners Specs and Tucker expecting to find answers."
2013,tt1300854,Iron Man 3,dubious-disagree,dubious,FAIL,200000000,408992272.0,1212692272.0,2013FAIL,200000000,408992272.0,1212692272.0,1.0,1.0,"Marvel's ""Iron Man 3"" pits brash-but-brilliant industrialist Tony Stark/Iron Man against an enemy whose reach knows no bounds. When Stark finds his personal world destroyed at his enemy's hands, he embarks on a harrowing quest to find those responsible. This journey, at every turn, will test his mettle. With his back against the wall, Stark is left to survive by his own devices, relying on his ingenuity and instincts to protect those closest to him. As he fights his way back, Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?"
2013,tt1351685,Jack the Giant Slayer,nowomen-disagree,nowomen,FAIL,195000000,65187603.0,197387603.0,2013FAIL,195000000,65187603.0,197387603.0,1.0,1.0,"Sent to the market by his uncle to sell their horse and buy thatch for their roof, Jack meets the beautiful Princess Isabelle, whom he rescues from ruffians. He returns home with only a handful of beans given to him by a monk who claimed they were sacred, but that does little to impress his uncle, who tosses them away. In the night, the Princess arrives, having run off to keep herself from marrying Roderick, who is clearly only interested in becoming king. Soon, the beans take root with a giant stalk carrying away the princess and Jack's house. He soon sets off on an adventure with the king's guards to rescue the princess, only to find that a mythical land filled with giants really exists."
2013,tt1650554,Kick-Ass 2,ok,ok,PASS,28000000,28795985.0,60839197.0,2013PASS,28000000,28795985.0,60839197.0,1.0,1.0,"After Kick-Ass' insane bravery inspires a new wave of self-made masked crusaders, led by the badass Colonel Stars and Stripes, our hero joins them on patrol. When these amateur superheroes are hunted down by Red Mist -- reborn as The Mother F%&*^r -- only the blade-wielding Hit Girl can prevent their annihilation. When we last saw junior assassin Hit Girl and young vigilante Kick-Ass, they were trying to live as normal teenagers Mindy and Dave. With graduation looming and uncertain what to do, Dave decides to start the world's first superhero team with Mindy. Unfortunately, when Mindy is busted for sneaking out as Hit Girl, she's forced to retire, leaving her to navigate the terrifying world of high-school mean girls on her own. With no one left to turn to, Dave joins forces with Justice Forever, run by a born-again ex-mobster named Colonel Stars and Stripes. Just as they start to make a real difference on the streets, the world's first super villain, The Mother F%&*^r, assembles his own evil league and puts a plan in motion to make Kick-Ass and Hit Girl pay for what they did to his dad. There's only one problem with his scheme: If you mess with one member of Justice Forever, you mess with them all."
2013,tt1204975,Last Vegas,notalk,notalk,FAIL,28000000,63914167.0,112914167.0,2013FAIL,28000000,63914167.0,112914167.0,1.0,1.0,"Billy (Michael Douglas), Paddy (Robert De Niro), Archie (Morgan Freeman) and Sam (Kevin Kline) have been best friends since childhood. So when Billy, the group's sworn bachelor, finally proposes to his thirty-something (of course) girlfriend, the four head to Las Vegas with a plan to stop acting their age and relive their glory days. However, upon arriving, the four quickly realize that the decades have transformed Sin City and tested their friendship in ways they never imagined. The Rat Pack may have once played the Sands and Cirque du Soleil may now rule the Strip, but it's these four who are taking over Vegas."
2013,tt1327773,Lee Daniels&#39; The Butler,ok,ok,PASS,30000000,116632095.0,151513429.0,2013PASS,30000000,116632095.0,151513429.0,1.0,1.0,"Cecil Gaines was a sharecropper's son who grew up in the 1920s as a domestic servant for the white family who casually destroyed his. Eventually striking out on his own, Cecil becomes a hotel valet of such efficiency and discreteness in the 1950s that he becomes a butler in the White House itself. There, Cecil would serve numerous US Presidents over the decades as a passive witness of history with the American Civil Rights Movement gaining momentum even as his family has troubles of its own. As his wife, Gloria, struggles with her addictions and his defiant eldest son, Louis, strives for a just world, Cecil must decide whether he should take action in his own way."
2013,tt2002718,Machete Kills,ok,ok,PASS,2000000,8008161.0,9408161.0,2013PASS,2000000,8008161.0,9408161.0,1.0,1.0,"Patrolling the U.S. border with his gun-toting lover, Sartana, after the massacre in Machete (2010), the stone-faced, former Mexican Federale, Machete, receives a call from the president himself of the United States. Thirsting for retribution, Machete embarks on a deadly mission to bring to Texas the megalomaniac Mexican revolutionary, Marcos, who has a nuclear missile pointing at Washington, D.C. Now, Machete and the undercover agent, Miss San Antonio, have to stop a global war, as the shape-shifting assassin, La Camaleón, is hot on their trail. Can Machete's hungry blades avert the impending Armageddon?"
2013,tt2023587,Mama,ok,ok,PASS,15000000,71628180.0,148041253.0,2013PASS,15000000,71628180.0,148041253.0,1.0,1.0,"Jeffrey Desange, senior partner of an investment brokerage, has a breakdown after a financial collapse and kills several co-workers and his estranged wife and kidnaps his two young daughters, Victoria and Lily. When they're found five years later, they're taken in by their uncle (their father's twin brother) and his girlfriend. Macabre events soon make the new guardians suspect that a supernatural evil force named Mama has attached itself to the girls."
2013,tt0770828,Man of Steel,ok-disagree,ok,PASS,225000000,291045518.0,687999518.0,2013PASS,225000000,291045518.0,687999518.0,1.0,1.0,"A young boy learns that he has extraordinary powers and is not of this Earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must now emerge if he is to save the world from annihilation and become the symbol of hope for all mankind."
2013,tt1821549,Nebraska,ok-disagree,ok,PASS,12000000,17482517.0,17482517.0,2013PASS,12000000,17482517.0,17482517.0,1.0,1.0,"""NEBRASKA"" is a father-and-son road trip, from Billings, Montana to Lincoln, Nebraska that gets waylaid at a small town in central Nebraska, where the father grew up and has scores to settle. Told with deadpan humor and a unique visual style, it's ultimately the story of a son trying to get through to a father he doesn't understand."
